INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Eastern Idaho Technical College,Idaho Falls,ID,1,1,13,,,,,,,,,0,575,0.7774,0.0017,0.1809,0.0122,0.007,0.0139,0.0052,0,0.0017,0.4974,8164,,0.7236,,0.6216,,0.4483,0.5242,0.6041,11593,128.7060657,0.717032967,,0.607121429,28400,0.452531636
Institute of Technology Inc,Salem,OR,1,3,22,,,,,,,,,0,335,0.6597,0.0179,0.2478,0.009,0.0179,0.009,0.0328,0,0.006,0.0925,,23567,0.6982,,0.65,,0.6,0.714,0.5284,9500,105.469475,0.637860082,,0.709817857,PrivacySuppressed,0.492307693
Strayer University-Mississippi,Jackson,MS,3,3,12,,,,,,,,,0,156,0.0705,0.8526,0,0.0064,0.0064,0,0.0064,0,0.0577,0.891,,,0.8479,,,0,,0.9355,0.8526,39499.5,438.525424,0.444774917,,,51700,0.722576857
California State University-Fresno,Fresno,CA,3,1,11,455,470,,19,18,20,,920,0,19911,0.2511,0.0404,0.4258,0.1566,0.0038,0.0025,0.0305,0.0344,0.0549,0.1186,7093,,0.5407,0.8323,,0.5049,,0.3628,0.1628,16500,183.183825,0.826431181,0.48326252,,43200,0.595287621
Corban University Puget Sound Campus,Tacoma,WA,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24493,271.9225107,0.895424837,,,34200,0.562326849
ITT Technical Institute-Austin,Austin,TX,2,3,11,,,,,,,,,0,432,0.412,0.1898,0.3264,0.0093,0.0139,0,0.0185,0,0.0301,0.1944,,23380,0.6759,,,,,0.751,0.7338,25833.5,286.8048087,0.394119686,0.36530274,,38400,0.591855824
Truckee Meadows Community College,Reno,NV,2,1,12,,,,,,,,,0,9051,0.6025,0.0249,0.2493,0.0528,0.0157,0.0025,0.0323,0.0056,0.0145,0.7003,6903,,0.3243,,0.6624,,0.468,0.1438,0.398,10000,111.0205,0.551597052,,0.203587983,32500,0.543252587
Northeast Wisconsin Technical College,Green Bay,WI,1,1,12,,,,,,,,,0,6675,0.868,0.0198,0.0415,0.0294,0.0237,0.0009,0.0166,0,0.0001,0.5416,9669,,0.355,,0.5313,,0.5012,0.3807,0.4485,12387,137.5210934,0.688064818,,0.517715152,35300,0.635699391
Fredrick and Charles Beauty College,Eureka,CA,1,3,33,,,,,,,,,0,83,0.7229,0.012,0.0723,0.012,0.1566,0,0.012,0.012,0,0.0361,,8377,0.6726,,0.8276,,,0,0.2892,,,,,0.66112314,PrivacySuppressed,PrivacySuppressed
Eastern West Virginia Community and Technical College,Moorefield,WV,2,1,41,,,,,,,,,0,544,0.954,0.0202,0.0055,0,0,0,0.0184,0,0.0018,0.4724,3101,,0.4927,,0.6543,,0.4651,0.2384,0.4994,7446,82.6658643,0.361111111,,0.205383929,,
Temple University,Philadelphia,PA,3,1,11,555,565,555,25,25,25,7,1121,0,27511,0.6028,0.1352,0.0542,0.1011,0.0019,0.0009,0.0232,0.0348,0.0458,0.1058,20845,,0.3352,0.8883,,0.6957,,0.6583,0.1241,25799,286.421788,0.862263979,0.661003279,,46500,0.706463337
Michigan State University-College of Law,East Lansing,MI,4,2,13,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed
Medical Professional Institute,Malden,MA,1,3,21,,,,,,,,,0,283,0.2367,0.4947,0.1696,0.0318,0.0071,0,0,0,0.0601,0.5406,,16732,0.401,,1,,0.5938,0.6822,0.6961,13131,145.7810186,0.569230769,,0.795879592,PrivacySuppressed,PrivacySuppressed
University of Puerto Rico-Aguadilla,Ramey,PR,3,1,21,515,523,,,,,,1038,0,2886,0.0073,0.001,0.9106,0.0003,0.0003,0,0.0017,0,0.0787,0.0655,2146,,0.811,0.831,,1,,0.116,0.0696,5500,61.061275,PrivacySuppressed,0.345251053,,,
Central Oregon Community College,Bend,OR,2,1,13,,,,,,,,,0,6282,0.7585,0.0075,0.0807,0.0091,0.0194,0.0046,0.0218,0,0.0984,0.5271,9322,,0.5128,,0.5422,,0.4008,0.513,0.4941,19498,216.4677709,0.49067886,,0.228238424,29500,0.497967482
ITT Technical Institute-Orange,Orange,CA,2,3,12,,,,,,,,,0,823,0.2868,0.0571,0.4921,0.1021,0.0073,0.0073,0.0292,0,0.0182,0.2066,,22434,0.7235,,,,,0.8164,0.678,25833.5,286.8048087,0.394119686,0.349479612,,38400,0.591855824
Celebrity School of Beauty,Miami,FL,1,3,21,,,,,,,,,0,198,0,0,0.9848,0,0,0,0,0.0152,0,0.1566,,19763,0.5112,,0.8516,,0.8333,0.2821,0.8687,3500,38.857175,PrivacySuppressed,,0.916670833,,
Westech College,Fontana,CA,1,3,21,,,,,,,,,0,484,0.186,0.219,0.4731,0.0103,0.0083,0.0041,0.0124,0,0.0868,0.1942,,14130,0.8466,,0.8169,,0.5714,0.8995,0.4566,9449,104.9032705,0.234453181,,0.868243302,26200,0.368821293
Arnot Ogden Medical Center,Elmira,NY,1,2,13,,,,,,,,,0,79,0.9494,0.0253,0.0253,0,0,0,0,0,0,0.038,,12580,0.4714,,0.8333,,,0.7857,0.3418,PrivacySuppressed,PrivacySuppressed,0.901960784,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,1,3,21,,,,,,,,,0,255,0.4627,0.1882,0.2196,0.0235,0.0039,0,0.0431,0,0.0588,0,,14387,0.6206,,0.7931,,,0.7965,0.1882,12473.5,138.4814207,0.42204644,,0.662596933,42700,0.685950398
The Chicago School of Professional Psychology at Washington DC,Washington,DC,4,2,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed
Institute of Beauty Occupation and Technology Course,Moca,PR,1,3,21,,,,,,,,,0,52,0,0,1,0,0,0,0,0,0,0,,6060,1,,0.85,,,0,0.2308,,,,,0.966302247,,0.165803105
Strayer University-South Carolina,Greenville,SC,3,3,13,,,,,,,,,0,1219,0.2584,0.6333,0.032,0.0041,0.0074,0.0025,0.0131,0.0008,0.0484,0.8696,,28748,0.7063,0.1667,,0.2222,,0.8118,0.8559,39499.5,438.525424,0.444774917,PrivacySuppressed,,51700,0.722576857
The Bryman School of Arizona,Phoenix,AZ,1,3,11,,,,,,,,,0,594,0.271,0.0657,0.3451,0.0253,0.1094,0,0.0421,0,0.1414,0,,26667,0.7003,,0.7919,,,0.7947,0.5101,10976,121.8561008,0.471404959,,0.828375603,27700,0.419608533
Gill-Tech Academy of Hair Design,Appleton,WI,1,3,22,,,,,,,,,0,113,0.7965,0.0796,0.0619,0.0177,0.0088,0,0.0177,0,0.0177,0.177,,10444,0.2525,,0.84,,0.8,0.3333,0.3363,9552.5,106.0523326,0.651515152,,0.844,19900,0.25
Fayetteville Beauty College,Fayetteville,NC,1,3,12,,,,,,,,,0,47,0.0851,0.7447,0.1702,0,0,0,0,0,0,0.0213,,8711,0.7586,,0.5714,,,0.4483,0.5532,9500,105.469475,0.219178082,,0.5999552,13700,PrivacySuppressed
McCann School of Business and Technology,Sunbury,PA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19811,219.9427126,0.507346046,,,27800,0.396350354
MediaTech Institute-Dallas,Dallas,TX,1,3,21,,,,,,,,,0,176,0.2898,0.4886,0.1818,0,0.0057,0,0.0341,0,0,0,,18507,0.9328,,0.9933,,,0.9328,0.3523,9500,105.469475,0.545977011,,0.829082278,,PrivacySuppressed
Vatterott College-Kansas City,Kansas City,MO,1,3,11,,,,,,,,,0,540,0.5741,0.3611,0.0426,0.0056,0.0019,0.0019,0.0056,0,0.0074,0,,17927,0.2687,,0.6119,,,0.2534,0.7519,23116,256.6349878,0.275681482,,0.550153884,28700,0.4401384
Le Cordon Bleu College of Culinary Arts-San Francisco,San Francisco,CA,1,3,11,,,,,,,,,0,489,0.0286,0.0061,0.0184,0.0429,0.002,0,0.0143,0,0.8875,0,,18868,0.4066,,0.7944,,,0.5669,0.544,12136,134.7344788,0.574247144,,0.572647423,32800,0.58801496
Northwest Nazarene University,Nampa,ID,3,2,22,525,515,515,25,25,23,,1079,0,1251,0.7354,0.0144,0.0751,0.0144,0.0048,0.0032,0.016,0.0192,0.1175,0.1007,,19101,0.3735,0.7603,,1,,0.6407,0.2991,26050,289.2084025,0.870185449,0.522475803,,36500,0.614879668
Austin Graduate School of Theology,Austin,TX,3,2,11,,,,,,,,,0,28,0.3929,0.5,0.0714,0,0,0,0.0357,0,0,0.9286,,,0.6316,,,,,0.5263,0.8571,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed
Paul Mitchell the School-Pasadena,Alhambra,CA,1,3,21,,,,,,,,,0,174,0.1782,0.0747,0.6092,0.0862,0,0.0057,0.0172,0,0.0287,0.3103,,15051,0.441,,0.8125,,0.7143,0.5556,0.3506,14556,161.6014398,0.615384615,,0.5468625,,
The College of Health Care Professions-Fort Worth,Fort Worth,TX,0,3,11,,,,,,,,,0,208,0.3846,0.2212,0.3413,0.0385,0,0.0048,0.0048,0,0.0048,0,,24859,0.585,,,,,0.7075,0.4808,9500,105.469475,0.466543892,,,,
Studio Academy of Beauty,Chandler,AZ,1,3,21,,,,,,,,,0,363,0.5675,0.1047,0.259,0.0138,0.0386,0.0028,0.0138,0,0,0,,11016,0.8227,,0.708,,,0.9086,0.5675,6333,70.30928265,0.545454545,,0.739745205,,
Star Career Academy-Newark,Newark,NJ,1,3,11,,,,,,,,,0,497,0.0302,0.6579,0.2555,0.002,0.008,0.002,0.006,0,0.0382,0.5815,,17819,0.6513,,0.8016,,0.6531,0.6237,0.5412,9905,109.9658053,0.401623687,,0.52198907,31700,0.508403361
University of Houston-Victoria,Victoria,TX,3,1,13,440,469,,19,17,19,,903,0,2879,0.4022,0.1657,0.3109,0.0705,0.0024,0.0024,0.0233,0.0149,0.0076,0.4915,9766,,0.4369,0.4781,,0.2222,,0.4932,0.558,16844,187.0029302,0.829268293,,,39300,0.733333349
InterCoast Colleges-Roseville,Roseville,CA,1,3,12,,,,,,,,,0,3,0.3333,0,0.6667,0,0,0,0,0,0,0,,8025,0.413,,1,,,0.413,0.6667,12125,134.6123563,0.317040359,,,23300,0.322055131
Colorado College,Colorado Springs,CO,3,2,11,660,665,660,30,31,29,9,1323,0,2025,0.6963,0.0212,0.0884,0.0435,0.0044,0,0.0785,0.0612,0.0064,0,,28404,0.0983,0.9608,,,,0.3333,0.0034,18049.5,200.3864515,0.937269373,0.884835827,,41100,0.528052807
ECPI University-Culinary Institute of Virginia,Norfolk,VA,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,222.041,0.528502494,,,,
Torah Temimah Talmudical Seminary,Brooklyn,NY,3,2,11,,,,,,,,,0,180,0.9778,0,0,0,0,0,0,0.0222,0,0,,7851,0.3194,0.4808,,,,0,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.023489412,,PrivacySuppressed,PrivacySuppressed
Intellitec College-Colorado Springs,Colorado Springs,CO,2,3,11,,,,,,,,,0,815,0.6503,0.1509,0.1534,0.0147,0.0074,0.0037,0,0,0.0196,0,,13930,0.965,,0.8537,,,0.7638,0.7141,18752,208.1856416,0.345736434,,0.824471809,30800,0.503086448
Global Health College,Alexandria,VA,1,3,12,,,,,,,,,0,265,0.0302,0.2981,0.0528,0.0453,0,0,0.0075,0.3132,0.2528,0.6491,,38420,0.2929,,0.6452,,0.65,0.41,0.8453,14390,159.7584995,0.658536585,,0.607928904,,
CRU Institute,Garden Grove,CA,1,3,21,,,,,,,,,0,55,0.3091,0.2182,0.3818,0,0,0,0.0909,0,0,0.4364,,10814,0.7015,,0.5882,,0.6667,0.7164,0.0909,12032.5,133.5854166,PrivacySuppressed,,0.823535294,13400,0.220338985
Meredith Manor International Equestrian Center,Waverly,WV,1,3,42,,,,,,,,,0,121,0.9504,0,0,0,0,0,0.0083,0.0413,0,0,,26902,0.4463,,0.8636,,,0.5207,0.1322,9500,105.469475,0.711711712,,0.836345455,18700,PrivacySuppressed
University of Mount Union,Alliance,OH,3,2,31,490,560,,23,22,22,,1050,0,2056,0.8123,0.0618,0.0214,0.0049,0.0029,0,0.037,0.0355,0.0243,0.0054,,24821,0.3177,0.7372,,,,0.8161,0.0172,27000,299.75535,0.867584746,0.637908625,,40800,0.66085577
Victory Trade School,Springfield,MO,1,2,12,,,,,,,,,0,27,0.6667,0.1481,0.1852,0,0,0,0,0,0,0,,4198,0.3077,,0.4444,,,0,0.7778,,,,,0.74,,
NTMA Training Centers of Southern California,Santa Fe Springs,CA,1,2,21,,,,,,,,,0,242,0.2025,0.0537,0.5909,0.062,0,0.0331,0,0,0.0579,0,,17751,0.8541,,,,,0.5826,0.5,7905,87.76170525,0.433943089,,0.759231746,,0.599257886
Adelphi University,Garden City,NY,3,2,21,550,570,560,22,23,25,8,1098,0,5000,0.5296,0.1062,0.1336,0.0756,0.0016,0.002,0.022,0.0396,0.0898,0.0952,,32781,0.2951,0.8112,,0.3333,,0.6059,0.1562,25000,277.55125,0.873628994,0.641871328,,50600,0.766710341
Virginia College-Spartanburg,Spartanburg,SC,1,3,22,,,,,,,,,0,495,0.4121,0.5475,0.0222,0.0061,0.002,0,0.0081,0,0.002,0.3636,,16042,0.9289,,0.7908,,0.5882,0.8003,0.5818,19000,210.93895,0.256332599,,,26400,0.389043003
Johnson & Wales University-Online,Providence,RI,3,2,12,,,,,,,,,1,118,0.5763,0.1695,0.0678,0.0085,0.0169,0,0,0.0085,0.1525,0.6356,,,0.5575,,,,,0.823,0.6695,27000,299.75535,0.801117943,,,35100,0.599495888
Metropolitan State University of Denver,Denver,CO,3,1,11,525,540,,21,20,20,,973,0,21696,0.6064,0.0604,0.2095,0.0342,0.0073,0.0026,0.0338,0.0046,0.0412,0.3994,10586,,0.3851,0.658,,0.4757,,0.512,0.4505,25000,277.55125,0.70956584,0.254927534,,38600,0.622741282
Shepherd University,Shepherdstown,WV,3,1,31,510,495,,22,23,20,,1007,0,3695,0.8273,0.0842,0.0263,0.0195,0.0046,0.0014,0.0019,0.0035,0.0314,0.1101,9824,,0.329,0.6841,,0.2222,,0.5561,0.2353,23149,257.0013555,0.753846154,0.406839739,,38500,0.620039701
Christ the King Seminary,East Aurora,NY,4,2,41,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kent State University at Tuscarawas,New Philadelphia,OH,2,1,32,,,,,,,,,0,2030,0.902,0.0276,0.0133,0.0049,0.0025,0.001,0.0163,0.0015,0.031,0.597,10838,,0.5,0.6935,,0.5769,,0.6196,0.3453,26225,291.1512613,0.690392227,0.191334727,,36600,0.589349747
Marinello Schools of Beauty-Ogden,Ogden,UT,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9960,110.576418,0.264615385,,,,
Mitchell College,New London,CT,3,2,13,,,,,,,,,0,802,0.6983,0.1359,0.0773,0.0212,0.0125,0,0.0474,0.0075,0,0.0686,,28585,0.338,0.6483,,1,,0.6923,0.0889,26708,296.5135514,0.704761905,0.396545474,,29800,0.486013979
Mesabi Range Community and Technical College,Eveleth,MN,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12499,138.764523,0.537330317,,,PrivacySuppressed,0.510040164
The Ohio Academy Paul Mitchell Partner School-Cleveland,Twinsburg,OH,1,3,21,,,,,,,,,0,181,0.6077,0.3315,0.0221,0.011,0,0,0.0166,0,0.011,0.2762,,12506,0.4727,,0.7,,0.4286,0.5703,0.3702,16294,180.8968027,PrivacySuppressed,,0.8793,,
Missouri School of Barbering & Hairstyling,Florissant,MO,1,3,21,,,,,,,,,0,20,0.2,0.8,0,0,0,0,0,0,0,0,,10588,0.6522,,0.9,,,0.6087,0.65,7500,83.265375,,,0.771891228,PrivacySuppressed,PrivacySuppressed
Ridley-Lowell Business & Technical Institute-New London,New London,CT,1,3,13,,,,,,,,,0,295,0.5458,0.2136,0.2203,0,0,0,0.0203,0,0,0,,21068,0.2996,,0.8095,,,0.7287,0.6237,10640,118.125812,0.515064562,,0.501935409,26800,0.396039605
North Georgia Technical College,Clarkesville,GA,1,1,41,,,,,,,,,0,2300,0.8713,0.067,0.0317,0.0074,0.0022,0,0.013,0.0022,0.0052,0.5561,2594,,0.6999,,0.4971,,0.4634,0.1714,0.3933,5745.5,63.78682828,,,0.447801035,21200,0.353790611
D'Mart Institute,Barranquitas,PR,1,3,21,,,,,,,,,0,1550,0,0,1,0,0,0,0,0,0,0.1684,,10420,0.7513,,0.9858,,0.8478,0,0.3523,,,,,0.608395885,13800,0.15463917
Payne Theological Seminary,Wilberforce,OH,4,2,41,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,PrivacySuppressed
Blackstone Valley Vocational Regional School District,Upton,MA,0,1,21,,,,,,,,,0,50,0.9,0.04,0.06,0,0,0,0,0,0,1,,,0.5161,,,,0.8889,0.7742,0.8,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,
Globe University-La Crosse,Onalaska,WI,2,3,13,,,,,,,,,0,237,0.8523,0.0084,0.0127,0.0295,0.0042,0.0042,0.0084,0,0.0802,0.1814,,24901,0.6889,0.6667,,1,,0.8254,0.6367,27000,299.75535,0.481506389,,,31100,0.526717544
Beauty Schools of America-Homestead,Homestead,FL,1,3,21,,,,,,,,,0,655,0.0748,0.2305,0.6168,0.0015,0,0.0382,0.0275,0,0.0107,0,,18912,0.6832,,0.8523,,,0.3935,0.6504,9500,105.469475,0.33682266,,0.7174,14300,0.201604813
Florida College of Natural Health-Bradenton,Bradenton,FL,1,3,21,,,,,,,,,0,127,0.4961,0.1811,0.1102,0.0079,0,0,0.063,0,0.1417,0,,18131,0.5502,,0.7255,,,0.8789,0.6063,8107,90.00431935,0.562694301,,0.611726374,24300,0.406847924
Fortis College-Foley,Foley,AL,1,3,31,,,,,,,,,0,175,0.8229,0.1314,0.0286,0.0057,0,0,0.0057,0,0.0057,0.1543,,14064,0.8098,,0.5769,,0.8,0.7443,0.4229,10362,115.0394421,0.424942263,,0.685557642,20800,0.236842111
University of Phoenix-Bay Area Campus,San Jose,CA,3,3,11,,,,,,,,,0,1374,0.1638,0.139,0.1703,0.0691,0.0051,0.0364,0.0357,0.016,0.3646,0,,19642,0.5353,0.4634,,,,0.6299,0.8464,35500,394.122775,0.406534043,0.135344954,,53400,0.705231071
Los Angeles Harbor College,Wilmington,CA,2,1,11,,,,,,,,,0,8719,0.1364,0.1215,0.569,0.1038,0.0021,0.0095,0.029,0.006,0.0228,0.7127,8346,,0.3478,,0.6898,,0.5411,0.0146,0.3357,5542,61.5275611,0.5703125,,0.252810754,29700,0.485398591
National American University-Wichita,Wichita,KS,2,3,11,,,,,,,,,0,375,0.4933,0.3333,0.0613,0.008,0.008,0.0053,0.088,0,0.0027,0.9493,,,0.8225,1,,0.1765,,0.8441,0.792,34486,382.8652963,0.483529767,,,37800,0.573895574
Academy of Cosmetology,Merritt Island,FL,1,3,21,,,,,,,,,0,144,0.6319,0.1389,0.1111,0.0278,0,0,0.0903,0,0,0.0486,,15975,0.9283,,0.8806,,,0.9121,0.5764,5500,61.061275,0.518072289,,0.767791011,14500,0.200000003
Los Medanos College,Pittsburg,CA,2,1,21,,,,,,,,,0,7502,0.2831,0.159,0.36,0.0985,0.0025,0.0071,0.0666,0.004,0.0191,0.6485,8387,,0.2708,,0.719,,0.5206,0.0089,0.3249,PrivacySuppressed,PrivacySuppressed,0.62195122,,0.323786248,34300,0.487627357
Eastern Iowa Community College District,Davenport,IA,2,1,12,,,,,,,,,0,5709,0.7278,0.0815,0.0907,0.0175,0.0061,0.0019,0.024,0.007,0.0434,0.6197,9368,,0.4716,,0.5809,,0.4328,0.4043,0.2947,13700,152.098085,0.554649266,,0.282949912,30000,0.474650353
Tennessee College of Applied Technology-Knoxville,Knoxville,TN,1,1,12,,,,,,,,,0,760,0.7408,0.1724,0.0237,0.0118,0.0026,0.0026,0.0395,0,0.0066,0.2947,5330,,0.3257,,0.7767,,0.7917,0,0.5632,,,,,0.835822111,22200,0.362831861
Health And Style Institute,High Point,NC,1,3,12,,,,,,,,,0,179,0.3687,0.581,0.0112,0.0056,0,0,0.0279,0,0.0056,0.1564,,12257,0.6301,,1,,1,0.3902,0.5531,16449.5,182.6231715,0.512820513,,PrivacySuppressed,,
Lakeview College of Nursing,Danville,IL,3,2,13,,,,,,,,,0,284,0.7887,0.088,0.0317,0.0563,0,0.0106,0.0141,0,0.0106,0.1056,,,0.3127,,,,,0.6372,0.4082,18750,208.1634375,0.961111111,,,PrivacySuppressed,0.862595439
Branford Hall Career Institute-Albany Campus,Albany,NY,1,3,21,,,,,,,,,0,378,0.4656,0.3413,0.0688,0.0185,0.0132,0,0.0476,0,0.045,0.328,,22448,0.8162,,0.8,,0.6923,0.7504,0.6243,9800,108.80009,0.496945683,,0.692532039,29700,0.477781385
Lancaster Theological Seminary,Lancaster,PA,4,2,13,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,,,,
Eternity Cosmetology School,West Palm Beach,FL,1,3,21,,,,,,,,,0,205,0.0098,0.0195,0.9317,0.0098,0,0,0,0.0293,0,0.7805,,11557,0.6921,,0.7667,,0.5714,0.3742,0.8244,9500,105.469475,,,,,
Wards Corner Beauty Academy-Norfolk,Norfolk,VA,1,3,12,,,,,,,,,0,152,0.0395,0.9211,0.0263,0.0066,0,0,0.0066,0,0,0,,13819,0.9854,,0.8,,,1,0.6513,16500,183.183825,0.164335664,,0.176917308,17600,0.243654817
Tennessee College of Applied Technology-Livingston,Livingston,TN,1,1,33,,,,,,,,,0,319,0.9749,0.0094,0,0,0,0,0.0157,0,0,0.2257,5044,,0.3838,,0.7467,,0.5,0,0.2715,,,,,0.819867102,25300,0.50190115
Delta Beauty College,Greenville,MS,1,3,33,,,,,,,,,0,50,0.1,0.88,0,0,0,0.02,0,0,0,0,,4072,0.6111,,0.5,,,0,0.48,,,,,0.638922222,14400,0.139784947
SAE Institute of Technology-Los Angeles,Los Angeles,CA,1,3,11,,,,,,,,,0,225,0.3644,0.16,0.2044,0.0756,0,0.0178,0.0133,0.1067,0.0578,0.3644,,31154,0.566,,0.8769,,0.7885,0.7509,0.3467,9500,105.469475,,,,,
Avance Beauty College,San Diego,CA,1,3,11,,,,,,,,,0,54,0.0185,0.037,0.9259,0.0185,0,0,0,0,0,0,,17474,0.8866,,0.9091,,,0.8454,0.4259,7851,87.16219455,0.696969697,,0.70687931,PrivacySuppressed,PrivacySuppressed
Metropolitan State University,Saint Paul,MN,3,1,11,,,,,,,,,0,7322,0.5986,0.1648,0.0444,0.1162,0.0071,0.0008,0.0412,0.0152,0.0116,0.6142,12314,,0.4156,0.6119,,0.5385,,0.5207,0.7164,18750,208.1634375,0.804911323,0.34283619,,43600,0.760304391
Empire Beauty School-Lakewood,Lakewood,CO,1,3,12,,,,,,,,,0,62,0.4677,0.1129,0.3548,0.0161,0.0161,0,0,0,0.0323,0,,13059,0.8039,,0.619,,,0.7059,0.5968,9046.5,100.4346953,0.386120996,,0.4341,24000,0.327868849
Fort Peck Community College,Poplar,MT,2,1,33,,,,,,,,,0,350,0.0914,0.0114,0.0086,0.0086,0.8686,0,0,0,0.0114,0.3486,2137,,0.3584,,0.4444,,0,0,0.5259,,,,,0.159996,16300,0.24848485
Baptist Bible College,Springfield,MO,3,2,12,,,,,,,,,0,305,0.8689,0.023,0.059,0.0066,0.0131,0,0.0262,0,0.0033,0.1213,,13689,0.4984,0.6471,,1,,0.5794,0.1934,19950,221.4858975,0.837370242,0.321301805,,29500,0.387931049
WellSpring School of Allied Health-Lawrence,Lawrence,KS,1,3,13,,,,,,,,,0,28,0.75,0.1429,0.0714,0,0.0357,0,0,0,0,0,,14838,0.5323,,1,,,0.8226,0.5357,7917,87.89492985,0.735426009,,,,PrivacySuppressed
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,1,3,11,,,,,,,,,0,94,0.117,0.0851,0.3617,0.3617,0.0106,0.0426,0.0213,0,0,0,,23766,0.5786,,0.5455,,,0.6786,0.5745,15680,174.080144,0.847161572,,0.27471978,47500,0.767567575
CUNY School of Law at Queens College,Long Island City,NY,4,1,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,62000,0.87378639
Empire Beauty School-Midlothian,Midlothian,VA,1,3,21,,,,,,,,,0,145,0.3793,0.469,0.0621,0.0069,0.0069,0,0.0483,0,0.0276,0.2138,,14130,0.7639,,0.6739,,0.6364,0.7296,0.3793,8167,90.67044235,0.541509434,,0.5333,21200,0.311023623
University of St Thomas,Saint Paul,MN,3,2,11,580,580,,26,25,26,,1165,0,6246,0.8231,0.0256,0.0402,0.0357,0.0016,0,0.0296,0.0293,0.0149,0.0312,,31482,0.2023,0.8755,,,,0.5738,0.0481,26500,294.204325,0.929798724,0.747619533,,54300,0.8063187
Troy University-Dothan Campus,Dothan,AL,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,288.6533,0.543508214,,,36600,0.613958538
ITT Technical Institute-Las Vegas,North Las Vegas,NV,2,3,21,,,,,,,,,0,569,0.29,0.2794,0.246,0.065,0.0123,0.0035,0.0685,0,0.0351,0.2302,,24450,0.7101,,,,,0.7681,0.7188,25833.5,286.8048087,0.394119686,,,38400,0.591855824
Asheville-Buncombe Technical Community College,Asheville,NC,2,1,13,,,,,,,,,0,6327,0.795,0.0823,0.0488,0.0066,0.0103,0.0013,0.0111,0,0.0446,0.6036,9930,,0.4302,,0.5849,,0.4828,0.3162,0.4818,12250,136.0001125,0.642394822,,0.314640078,27400,0.450476199
Calvary Baptist Theological Seminary,Lansdale,PA,4,2,21,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,PrivacySuppressed
Highland Community College,Freeport,IL,2,1,32,,,,,,,,,0,1698,0.7974,0.1019,0.0271,0.0088,0.0183,0,0.0277,0,0.0188,0.4052,5535,,0.4419,,0.6139,,0.3226,0.1856,0.3678,8991.5,99.82408258,0.543424318,,0.349120259,25900,0.412698418
Amarillo College,Amarillo,TX,2,1,12,,,,,,,,,0,10009,0.5368,0.0484,0.3622,0.0292,0.0128,0,0.0001,0,0.0106,0.6991,5882,,0.4618,,0.5637,,0.4035,0.1657,0.3431,11983,133.0358652,0.543876115,,0.196530551,31300,0.5025087
La James International College-Cedar Falls,Cedar Falls,IA,1,3,13,,,,,,,,,0,92,0.8261,0.1304,0.0109,0,0.0109,0,0.0217,0,0,0,,14512,0.5817,,0.6452,,,0.8039,0.3043,12000,133.2246,0.608695652,,0.7389,18200,0.32432431
Naropa University,Boulder,CO,3,2,13,,,,,,,,,0,380,0.6526,0.0132,0.0816,0.0132,0.0026,0,0.0842,0.0289,0.1237,0.0632,,25942,0.4726,0.5833,,0.3333,,0.5821,0.3577,25000,277.55125,0.854700855,0.347828696,,18600,0.32432431
